순번,API 통신방식,메뉴 위치,API 명,API ID,실전 TR_ID,모의 TR_ID,HTTP Method,URL 명,실전 Domain,모의 Domain
110,REST,[국내주식] 종목정보,국내주식 기타주요비율,v1_국내주식-082,FHKST66430500,모의투자 미지원,GET,/uapi/domestic-stock/v1/finance/other-major-ratios,https://openapi.koreainvestment.com:9443,모의투자 미지원
111,REST,[국내주식] 시세분석,프로그램매매 종합현황(시간),국내주식-114,FHPPG04600101,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/comp-program-trade-today,https://openapi.koreainvestment.com:9443,미지원
112,REST,[국내주식] 시세분석,국내주식 신용잔고 일별추이,국내주식-110,FHPST04760000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/daily-credit-balance,https://openapi.koreainvestment.com:9443,모의투자 미지원
113,REST,[국내주식] 시세분석,시장별 투자자매매동향(일별),국내주식-075,FHPTJ04040000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/inquire-investor-daily-by-market,https://openapi.koreainvestment.com:9443,미지원
114,REST,[국내주식] 시세분석,국내주식 공매도 일별추이,국내주식-134,FHPST04830000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/daily-short-sale,https://openapi.koreainvestment.com:9443,미지
115,REST,[국내주식] 시세분석,종목별 투자자매매동향(일별),종목별 투자자매매동향(일별),FHPTJ04160001,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/investor-trade-by-stock-daily,https://openapi.koreainvestment.com:9443,모의투자 미지원
116,REST,[국내주식] 시세분석,종목조건검색 목록조회,국내주식-038,HHKST03900300,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/psearch-title,https://openapi.koreainvestment.com:9443,모의투자 미지원
117,REST,[국내주식] 시세분석,국내주식 상하한가 포착,국내주식-190,FHKST130000C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/capture-uplowprice,https://openapi.koreainvestment.com:9443,미지원
118,REST,[국내주식] 시세분석,프로그램매매 종합현황(일별),국내주식-115,FHPPG04600001,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/comp-program-trade-daily,https://openapi.koreainvestment.com:9443,모의투자 미지원
119,REST,[국내주식] 시세분석,종목별 일별 대차거래추이,국내주식-135,HHPST074500C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/daily-loan-trans,https://openapi.koreainvestment.com:9443,미지원
120,REST,[국내주식] 시세분석,종목조건검색조회,국내주식-039,HHKST03900400,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/psearch-result,https://openapi.koreainvestment.com:9443,모의투자 미지원
121,REST,[국내주식] 시세분석,국내주식 매물대/거래비중,국내주식-196,FHPST01130000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/pbar-tratio,https://openapi.koreainvestment.com:9443,미지원
122,REST,[국내주식] 시세분석,국내기관_외국인 매매종목가집계,국내주식-037,FHPTJ04400000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/foreign-institution-total,https://openapi.koreainvestment.com:9443,모의투자 미지원
123,REST,[국내주식] 시세분석,관심종목 그룹별 종목조회,국내주식-203,HHKCM113004C6,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/intstock-stocklist-by-group,https://openapi.koreainvestment.com:9443,미지원
124,REST,[국내주식] 시세분석,주식현재가 회원사 종목매매동향,국내주식-197,FHPST04540000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/inquire-member-daily,https://openapi.koreainvestment.com:9443,미지원
125,REST,[국내주식] 시세분석,종목별 프로그램매매추이(일별),국내주식-113,FHPPG04650201,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/program-trade-by-stock-daily,https://openapi.koreainvestment.com:9443,미지원
126,REST,[국내주식] 시세분석,관심종목 그룹조회,국내주식-204,HHKCM113004C7,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/intstock-grouplist,https://openapi.koreainvestment.com:9443,미지원
127,REST,[국내주식] 시세분석,종목별 외인기관 추정가집계,v1_국내주식-046,HHPTJ04160200,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/investor-trend-estimate,https://openapi.koreainvestment.com:9443,모의투자 미지원
128,REST,[국내주식] 시세분석,종목별일별매수매도체결량,v1_국내주식-056,FHKST03010800,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/inquire-daily-trade-volume,https://openapi.koreainvestment.com:9443,모의투자 미지원
129,REST,[국내주식] 시세분석,국내주식 체결금액별 매매비중,국내주식-192,FHKST111900C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/tradprt-byamt,https://openapi.koreainvestment.com:9443,미지원
130,REST,[국내주식] 시세분석,프로그램매매 투자자매매동향(당일),국내주식-116,HHPPG046600C1,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/investor-program-trade-today,https://openapi.koreainvestment.com:9443,미지원
131,REST,[국내주식] 시세분석,국내 증시자금 종합,국내주식-193,FHKST649100C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/mktfunds,https://openapi.koreainvestment.com:9443,미지원
132,REST,[국내주식] 시세분석,국내주식 예상체결가 추이,국내주식-118,FHPST01810000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/exp-price-trend,https://openapi.koreainvestment.com:9443,모의투자 미지원
133,WEBSOCKET,[국내주식] 시세분석,회원사 실시간 매매동향(틱),국내주식-163,FHPST04320000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/frgnmem-trade-trend,https://openapi.koreainvestment.com:9443,모의투자 미지원
134,REST,[국내주식] 시세분석,시장별 투자자매매동향(시세),v1_국내주식-074,FHPTJ04030000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/inquire-investor-time-by-market,https://openapi.koreainvestment.com:9443,모의투자 미지원
135,REST,[국내주식] 시세분석,종목별 프로그램매매추이(체결),v1_국내주식-044,FHPPG04650101,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/program-trade-by-stock,https://openapi.koreainvestment.com:9443,모의투자 미지원
136,REST,[국내주식] 시세분석,외국계 매매종목 가집계,국내주식-161,FHKST644100C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/frgnmem-trade-estimate,https://openapi.koreainvestment.com:9443,미지원
137,REST,[국내주식] 시세분석,국내주식 시간외예상체결등락률,국내주식-140,FHKST11860000,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/overtime-exp-trans-fluct,https://openapi.koreainvestment.com:9443,모의투자 미지원
138,REST,[국내주식] 시세분석,종목별 외국계 순매수추이,국내주식-164,FHKST644400C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/frgnmem-pchs-trend,https://openapi.koreainvestment.com:9443,미지원
139,REST,[국내주식] 시세분석,관심종목(멀티종목) 시세조회,국내주식-205,FHKST11300006,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/intstock-multprice,https://openapi.koreainvestment.com:9443,미지원
140,REST,[국내주식] 순위분석,국내주식 예상체결 상승/하락상위,v1_국내주식-103,FHPST01820000,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/exp-trans-updown,https://openapi.koreainvestment.com:9443,모의투자 미지원
141,REST,[국내주식] 순위분석,국내주식 호가잔량 순위,국내주식-089,FHPST01720000,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/quote-balance,https://openapi.koreainvestment.com:9443,모의투자 미지원
142,REST,[국내주식] 순위분석,국내주식 신용잔고 상위,국내주식-109,FHKST17010000,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/credit-balance,https://openapi.koreainvestment.com:9443,모의투자 미지원
143,REST,[국내주식] 순위분석,국내주식 시간외거래량순위,국내주식-139,FHPST02350000,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/overtime-volume,https://openapi.koreainvestment.com:9443,모의투자 미지원
144,REST,[국내주식] 순위분석,국내주식 배당률 상위,국내주식-106,HHKDB13470100,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/dividend-rate,https://openapi.koreainvestment.com:9443,모의투자 미지원
145,REST,[국내주식] 순위분석,국내주식 시간외잔량 순위,v1_국내주식-093,FHPST01760000,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/after-hour-balance,https://openapi.koreainvestment.com:9443,모의투자 미지원
146,REST,[국내주식] 순위분석,국내주식 공매도 상위종목,국내주식-133,FHPST04820000,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/short-sale,https://openapi.koreainvestment.com:9443,미지원
147,REST,[국내주식] 순위분석,국내주식 이격도 순위,v1_국내주식-095,FHPST01780000,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/disparity,https://openapi.koreainvestment.com:9443,모의투자 미지원
148,REST,[국내주식] 순위분석,HTS조회상위20종목,국내주식-214,HHMCM000100C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/hts-top-view,https://openapi.koreainvestment.com:9443,모의투자 미지원
149,REST,[국내주식] 순위분석,거래량순위,v1_국내주식-047,FHPST01710000,모의투자 미지원,GET,/uapi/domestic-stock/v1/quotations/volume-rank,https://openapi.koreainvestment.com:9443,모의투자 미지원
150,REST,[국내주식] 순위분석,국내주식 수익자산지표 순위,v1_국내주식-090,FHPST01730000,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/profit-asset-index,https://openapi.koreainvestment.com:9443,모의투자 미지원
151,REST,[국내주식] 순위분석,국내주식 신고/신저근접종목 상위,v1_국내주식-105,FHPST01870000,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/near-new-highlow,https://openapi.koreainvestment.com:9443,모의투자 미지원
152,REST,[국내주식] 순위분석,국내주식 우선주/괴리율 상위,v1_국내주식-094,FHPST01770000,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/prefer-disparate-ratio,https://openapi.koreainvestment.com:9443,모의투자 미지원
153,REST,[국내주식] 순위분석,국내주식 대량체결건수 상위,국내주식-107,FHKST190900C0,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/bulk-trans-num,https://openapi.koreainvestment.com:9443,모의투자 미지원
154,REST,[국내주식] 순위분석,국내주식 재무비율 순위,v1_국내주식-092,FHPST01750000,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/finance-ratio,https://openapi.koreainvestment.com:9443,모의투자 미지원
155,REST,[국내주식] 순위분석,국내주식 시가총액 상위,v1_국내주식-091,FHPST01740000,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/market-cap,https://openapi.koreainvestment.com:9443,모의투자 미지원
156,REST,[국내주식] 순위분석,국내주식 당사매매종목 상위,v1_국내주식-104,FHPST01860000,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/traded-by-company,https://openapi.koreainvestment.com:9443,모의투자 미지원
157,REST,[국내주식] 순위분석,국내주식 등락률 순위,v1_국내주식-088,FHPST01700000,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/fluctuation,https://openapi.koreainvestment.com:9443,모의투자 미지원
158,REST,[국내주식] 순위분석,국내주식 시장가치 순위,v1_국내주식-096,FHPST01790000,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/market-value,https://openapi.koreainvestment.com:9443,모의투자 미지원
159,REST,[국내주식] 순위분석,국내주식 관심종목등록 상위,v1_국내주식-102,FHPST01800000,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/top-interest-stock,https://openapi.koreainvestment.com:9443,모의투자 미지원
160,REST,[국내주식] 순위분석,국내주식 체결강도 상위,v1_국내주식-101,FHPST01680000,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/volume-power,https://openapi.koreainvestment.com:9443,모의투자 미지원
161,REST,[국내주식] 순위분석,국내주식 시간외등락율순위,국내주식-138,FHPST02340000,모의투자 미지원,GET,/uapi/domestic-stock/v1/ranking/overtime-fluctuation,https://openapi.koreainvestment.com:9443,모의투자 미지원
162,WEBSOCKET,[국내주식] 실시간시세,국내지수 실시간예상체결,실시간-027,H0UPANC0,모의투자 미지원,POST,/tryitout/H0UPANC0,ws://ops.koreainvestment.com:21000,모의투자 미지원
163,REST,[국내주식] 실시간시세,국내주식 장운영정보 (통합),국내주식 장운영정보 (통합),H0UNMKO0,모의투자 미지원,POST,/tryitout/H0UNMKO0,ws://ops.koreainvestment.com:21000,모의투자 미지원
164,WEBSOCKET,[국내주식] 실시간시세,국내주식 실시간회원사 (NXT),국내주식 실시간회원사 (NXT),H0NXMBC0,모의투자 미지원,POST,/tryitout/H0NXMBC0,ws://ops.koreainvestment.com:21000,모의투자 미지원
165,WEBSOCKET,[국내주식] 실시간시세,국내주식 실시간체결통보,실시간-005,H0STCNI0,H0STCNI9,POST,/tryitout/H0STCNI0, ws://ops.koreainvestment.com:21000, ws://ops.koreainvestment.com:31000
166,WEBSOCKET,[국내주식] 실시간시세,국내주식 시간외 실시간예상체결 (KRX),실시간-024,H0STOAC0,모의투자 미지원,POST,/tryitout/H0STOAC0,ws://ops.koreainvestment.com:21000,모의투자 미지원
167,WEBSOCKET,[국내주식] 실시간시세,국내주식 시간외 실시간호가 (KRX),실시간-025,H0STOAA0,모의투자 미지원,POST,/tryitout/H0STOAA0,ws://ops.koreainvestment.com:21000,모의투자 미지원
168,WEBSOCKET,[국내주식] 실시간시세,국내주식 실시간프로그램매매 (통합),국내주식 실시간프로그램매매 (통합),H0UNPGM0,모의투자 미지원,POST,/tryitout/H0UNPGM0,ws://ops.koreainvestment.com:21000,모의투자 미지원
169,WEBSOCKET,[국내주식] 실시간시세,국내주식 실시간호가 (통합),국내주식 실시간호가 (통합),H0UNASP0,모의투자 미지원,POST,/tryitout/H0UNASP0,ws://ops.koreainvestment.com:21000,모의투자 미지원
170,WEBSOCKET,[국내주식] 실시간시세,국내주식 실시간프로그램매매 (KRX),실시간-048,H0STPGM0,모의투자 미지원,POST,/tryitout/H0STPGM0,ws://ops.koreainvestment.com:21000,모의투자 미지원
171,WEBSOCKET,[국내주식] 실시간시세,국내주식 장운영정보 (KRX),실시간-049,H0STMKO0,모의투자 미지원,POST,/tryitout/H0STMKO0,ws://ops.koreainvestment.com:21000,모의투자 미지원
172,WEBSOCKET,[국내주식] 실시간시세,국내주식 실시간체결가 (KRX),실시간-003,H0STCNT0,H0STCNT0,POST,/tryitout/H0STCNT0, ws://ops.koreainvestment.com:21000, ws://ops.koreainvestment.com:31000
173,WEBSOCKET,[국내주식] 실시간시세,국내지수 실시간프로그램매매,실시간-028,H0UPPGM0,모의투자 미지원,POST,/tryitout/H0UPPGM0,ws://ops.koreainvestment.com:21000,모의투자 미지원
174,WEBSOCKET,[국내주식] 실시간시세,국내주식 실시간회원사 (통합),국내주식 실시간회원사 (통합),H0UNMBC0,모의투자 미지원,POST,/tryitout/H0UNMBC0,ws://ops.koreainvestment.com:21000,모의투자 미지원
175,WEBSOCKET,[국내주식] 실시간시세,국내지수 실시간체결,실시간-026,H0UPCNT0,모의투자 미지원,POST,/tryitout/H0UPCNT0,ws://ops.koreainvestment.com:21000,모의투자 미지원
176,WEBSOCKET,[국내주식] 실시간시세,국내주식 실시간예상체결 (KRX),실시간-041,H0STANC0,모의투자 미지원,POST,/tryitout/H0STANC0,ws://ops.koreainvestment.com:21000,모의투자 미지원
177,WEBSOCKET,[국내주식] 실시간시세,ELW 실시간호가,실시간-062,H0EWASP0,모의투자 미지원,POST,/tryitout/H0EWASP0,ws://ops.koreainvestment.com:21000,모의투자 미지원
178,WEBSOCKET,[국내주식] 실시간시세,국내주식 실시간호가 (KRX),실시간-004,H0STASP0,H0STASP0,POST,/tryitout/H0STASP0,ws://ops.koreainvestment.com:21000, ws://ops.koreainvestment.com:31000
179,WEBSOCKET,[국내주식] 실시간시세,국내주식 실시간체결가 (통합),국내주식 실시간체결가 (통합),H0UNCNT0,모의투자 미지원,POST,/tryitout/H0UNCNT0,ws://ops.koreainvestment.com:21000,모의투자 미지원
180,WEBSOCKET,[국내주식] 실시간시세,국내주식 실시간호가 (NXT),국내주식 실시간호가 (NXT),H0NXASP0,모의투자 미지원,POST,/tryitout/H0NXASP0,ws://ops.koreainvestment.com:21000,모의투자 미지원
181,WEBSOCKET,[국내주식] 실시간시세,국내주식 실시간프로그램매매 (NXT),국내주식 실시간프로그램매매 (NXT),H0NXPGM0,모의투자 미지원,POST,/tryitout/H0NXPGM0,ws://ops.koreainvestment.com:21000,모의투자 미지원
182,WEBSOCKET,[국내주식] 실시간시세,국내주식 실시간체결가 (NXT),국내주식 실시간체결가 (NXT),H0NXCNT0,모의투자 미지원,POST,/tryitout/H0NXCNT0,ws://ops.koreainvestment.com:21000,모의투자 미지원
183,WEBSOCKET,[국내주식] 실시간시세,ELW 실시간체결가,실시간-061,H0EWCNT0,모의투자 미지원,POST,/tryitout/H0EWCNT0,ws://ops.koreainvestment.com:21000,모의투자 미지원
184,WEBSOCKET,[국내주식] 실시간시세,ELW 실시간예상체결,실시간-063,H0EWANC0,모의투자 미지원,POST,/tryitout/H0EWANC0,ws://ops.koreainvestment.com:21000,모의투자 미지원
185,WEBSOCKET,[국내주식] 실시간시세,국내주식 실시간예상체결 (NXT),국내주식 실시간예상체결 (NXT),H0NXANC0,모의투자 미지원,POST,/tryitout/H0NXANC0,ws://ops.koreainvestment.com:21000,모의투자 미지원
186,WEBSOCKET,[국내주식] 실시간시세,국내주식 실시간회원사 (KRX),실시간-047,H0STMBC0,모의투자 미지원,POST,/tryitout/H0STMBC0,ws://ops.koreainvestment.com:21000,모의투자 미지원
187,WEBSOCKET,[국내주식] 실시간시세,국내주식 실시간예상체결 (통합),국내주식 실시간예상체결 (통합),H0UNANC0,모의투자 미지원,POST,/tryitout/H0UNANC0,ws://ops.koreainvestment.com:21000,모의투자 미지원
188,REST,[국내주식] 실시간시세,국내주식 장운영정보 (NXT),국내주식 장운영정보 (NXT),H0NXMKO0,모의투자 미지원,POST,/tryitout/H0NXMKO0,ws://ops.koreainvestment.com:21000,모의투자 미지원
189,WEBSOCKET,[국내주식] 실시간시세,국내ETF NAV추이,실시간-051,H0STNAV0,모의투자 미지원,POST,/tryitout/H0STNAV0,ws://ops.koreainvestment.com:21000,모의투자 미지원
190,WEBSOCKET,[국내주식] 실시간시세,국내주식 시간외 실시간체결가 (KRX),실시간-042,H0STOUP0,모의투자 미지원,POST,/tryitout/H0STOUP0,ws://ops.koreainvestment.com:21000,모의투자 미지원
191,REST,[국내선물옵션] 주문/계좌,(야간)선물옵션 증거금 상세,국내선물-024,(구) JTCE6003R (신) CTFN7107R,모의투자 미지원,GET,/uapi/domestic-futureoption/v1/trading/ngt-margin-detail,https://openapi.koreainvestment.com:9443,모의투자 미지원
192,REST,[국내선물옵션] 주문/계좌,선물옵션 총자산현황,v1_국내선물-014,CTRP6550R,모의투자 미지원,GET,/uapi/domestic-futureoption/v1/trading/inquire-deposit,https://openapi.koreainvestment.com:9443,모의투자 미지원
193,REST,[국내선물옵션] 주문/계좌,선물옵션기간약정수수료일별,v1_국내선물-017,CTFO6119R,모의투자 미지원,GET,/uapi/domestic-futureoption/v1/trading/inquire-daily-amount-fee,https://openapi.koreainvestment.com:9443,모의투자 미지원
194,REST,[국내선물옵션] 주문/계좌,(야간)선물옵션 잔고현황,국내선물-010,(구) JTCE6001R (신) CTFN6118R,모의투자 미지원,GET,/uapi/domestic-futureoption/v1/trading/inquire-ngt-balance,https://openapi.koreainvestment.com:9443,모의투자 미지원
195,REST,[국내선물옵션] 주문/계좌,선물옵션 잔고현황,v1_국내선물-004,CTFO6118R,VTFO6118R,GET,/uapi/domestic-futureoption/v1/trading/inquire-balance,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
196,REST,[국내선물옵션] 주문/계좌,선물옵션 주문,v1_국내선물-001,(주간 매수/매도) TTTO1101U (야간 매수/매도) (구) JTCE1001U (신) STTN1101U,(주간 매수/매도) VTTO1101U (야간은 모의투자 미제공),POST,/uapi/domestic-futureoption/v1/trading/order,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
197,REST,[국내선물옵션] 주문/계좌,선물옵션 잔고평가손익내역,v1_국내선물-015,CTFO6159R,모의투자 미지원,GET,/uapi/domestic-futureoption/v1/trading/inquire-balance-valuation-pl,https://openapi.koreainvestment.com:9443,모의투자 미지원
198,REST,[국내선물옵션] 주문/계좌,선물옵션 정정취소주문,v1_국내선물-002,(주간 정정/취소) TTTO1103U (야간 정정/취소) (구) JTCE1002U (신) STTN1103U,(주간 정정/취소) VTTO1103U (야간은 모의투자 미제공),POST,/uapi/domestic-futureoption/v1/trading/order-rvsecncl,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
199,REST,[국내선물옵션] 주문/계좌,선물옵션 주문체결내역조회,v1_국내선물-003,TTTO5201R,VTTO5201R,GET,/uapi/domestic-futureoption/v1/trading/inquire-ccnl,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
200,REST,[국내선물옵션] 주문/계좌,(야간)선물옵션 주문체결 내역조회,국내선물-009,(구) JTCE5005R (신) STTN5201R,모의투자 미지원,GET,/uapi/domestic-futureoption/v1/trading/inquire-ngt-ccnl,https://openapi.koreainvestment.com:9443,모의투자 미지원
201,REST,[국내선물옵션] 주문/계좌,(야간)선물옵션 주문가능 조회,국내선물-011,(구) JTCE1004R (신) STTN5105R,모의투자 미지원,GET,/uapi/domestic-futureoption/v1/trading/inquire-psbl-ngt-order,https://openapi.koreainvestment.com:9443,모의투자 미지원
202,REST,[국내선물옵션] 주문/계좌,선물옵션 잔고정산손익내역,v1_국내선물-013,CTFO6117R,모의투자 미지원,GET,/uapi/domestic-futureoption/v1/trading/inquire-balance-settlement-pl,https://openapi.koreainvestment.com:9443,모의투자 미지원
203,REST,[국내선물옵션] 주문/계좌,선물옵션 주문가능,v1_국내선물-005,TTTO5105R,VTTO5105R,GET,/uapi/domestic-futureoption/v1/trading/inquire-psbl-order,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
204,REST,[국내선물옵션] 주문/계좌,선물옵션 기준일체결내역,v1_국내선물-016,CTFO5139R,모의투자 미지원,GET,/uapi/domestic-futureoption/v1/trading/inquire-ccnl-bstime,https://openapi.koreainvestment.com:9443,모의투자 미지원
205,REST,[국내선물옵션] 기본시세,선물옵션 시세,v1_국내선물-006,FHMIF10000000,FHMIF10000000,GET,/uapi/domestic-futureoption/v1/quotations/inquire-price,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
206,REST,[국내선물옵션] 기본시세,국내선물 기초자산 시세,국내선물-021,FHPIF05030000,모의투자 미지원,GET,/uapi/domestic-futureoption/v1/quotations/display-board-top,https://openapi.koreainvestment.com:9443,모의투자 미지원
207,REST,[국내선물옵션] 기본시세,선물옵션 일중예상체결추이,국내선물-018,FHPIF05110100,모의투자 미지원,GET,/uapi/domestic-futureoption/v1/quotations/exp-price-trend,https://openapi.koreainvestment.com:9443,모의투자 미지원
208,REST,[국내선물옵션] 기본시세,선물옵션기간별시세(일/주/월/년),v1_국내선물-008,FHKIF03020100,FHKIF03020100,GET,/uapi/domestic-futureoption/v1/quotations/inquire-daily-fuopchartprice,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
209,REST,[국내선물옵션] 기본시세,국내옵션전광판_선물,국내선물-023,FHPIF05030200,모의투자 미지원,GET,/uapi/domestic-futureoption/v1/quotations/display-board-futures,https://openapi.koreainvestment.com:9443,모의투자 미지원
210,REST,[국내선물옵션] 기본시세,선물옵션 분봉조회,v1_국내선물-012,FHKIF03020200,모의투자 미지원,GET,/uapi/domestic-futureoption/v1/quotations/inquire-time-fuopchartprice,https://openapi.koreainvestment.com:9443,모의투자 미지원
211,REST,[국내선물옵션] 기본시세,국내옵션전광판_옵션월물리스트,국내선물-020,FHPIO056104C0,모의투자 미지원,GET,/uapi/domestic-futureoption/v1/quotations/display-board-option-list,https://openapi.koreainvestment.com:9443,모의투자 미지원
212,REST,[국내선물옵션] 기본시세,선물옵션 시세호가,v1_국내선물-007,FHMIF10010000,FHMIF10010000,GET,/uapi/domestic-futureoption/v1/quotations/inquire-asking-price,https://openapi.koreainvestment.com:9443,https://openapivts.koreainvestment.com:29443
213,REST,[국내선물옵션] 기본시세,국내옵션전광판_콜풋,국내선물-022,FHPIF05030100,모의투자 미지원,GET,/uapi/domestic-futureoption/v1/quotations/display-board-callput,https://openapi.koreainvestment.com:9443,모의투자 미지원
214,WEBSOCKET,[국내선물옵션] 실시간시세,주식옵션 실시간호가,실시간-045,H0ZOASP0,모의투자 미지원,POST,/tryitout/H0ZOASP0,ws://ops.koreainvestment.com:21000,모의투자 미지원
215,WEBSOCKET,[국내선물옵션] 실시간시세,선물옵션 실시간체결통보,실시간-012,H0IFCNI0,H0IFCNI9,POST,/tryitout/H0IFCNI0,ws://ops.koreainvestment.com:21000,ws://ops.koreainvestment.com:31000
216,WEBSOCKET,[국내선물옵션] 실시간시세,KRX야간선물 실시간종목체결,실시간-064,H0MFCNT0,모의투자 미지원,POST,/tryitout/H0MFCNT0,ws://ops.koreainvestment.com:21000,모의투자 미지원
217,WEBSOCKET,[국내선물옵션] 실시간시세,KRX야간선물 실시간호가,실시간-065,H0MFASP0,모의투자 미지원,POST,/tryitout/H0MFASP0,ws://ops.koreainvestment.com:21000,모의투자 미지원
218,WEBSOCKET,[국내선물옵션] 실시간시세,KRX야간옵션 실시간체결가,실시간-032,H0EUCNT0,모의투자 미지원,POST,/tryitout/H0EUCNT0,ws://ops.koreainvestment.com:21000,모의투자 미지원
219,WEBSOCKET,[국내선물옵션] 실시간시세,KRX야간옵션실시간예상체결,실시간-034,H0EUANC0,모의투자 미지원,POST,/tryitout/H0EUANC0,ws://ops.koreainvestment.com:21000,모의투자 미지원
220,WEBSOCKET,[국내선물옵션] 실시간시세,지수선물 실시간체결가,실시간-010,H0IFCNT0,모의투자 미지원,POST,/tryitout/H0IFCNT0,ws://ops.koreainvestment.com:21000,모의투자 미지원
221,WEBSOCKET,[국내선물옵션] 실시간시세,주식선물 실시간예상체결,실시간-031,H0ZFANC0,모의투자 미지원,POST,/tryitout/H0ZFANC0,ws://ops.koreainvestment.com:21000,모의투자 미지원
222,WEBSOCKET,[국내선물옵션] 실시간시세,KRX야간옵션실시간체결통보,실시간-067,H0MFCNI0,모의투자 미지원,POST,/tryitout/H0EUCNI0,ws://ops.koreainvestment.com:21000,모의투자 미지원
223,WEBSOCKET,[국내선물옵션] 실시간시세,KRX야간선물 실시간체결통보,실시간-066,H0MFCNI0,모의투자 미지원,POST,/tryitout/H0MFCNI0,ws://ops.koreainvestment.com:21000,모의투자 미지원
